INFO: [SIM 2] *************** CSIM start ***************
   Compiling ../../../../../lms_filter_tb.cpp in debug mode
   Compiling ../../../../../lms_filter.cpp in debug mode
   Generating csim.exe
Sample | x_in     | d_in     | e_out
-------|----------|----------|---------
     0 |   0.0000 |   0.0000 |   0.0000 |   0.0000
     1 |   0.0063 |   0.0063 |   0.0059 |   0.0000
     2 |   0.0126 |   0.0126 |   0.0122 |   0.0000
     3 |   0.0188 |   0.0188 |   0.0186 |   0.0000
     4 |   0.0251 |   0.0251 |   0.0249 |   0.0000
     5 |   0.0314 |   0.0314 |   0.0312 |   0.0000
     6 |   0.0376 |   0.0376 |   0.0376 |   0.0000
     7 |   0.0439 |   0.0439 |   0.0435 |   0.0000
     8 |   0.0501 |   0.0501 |   0.0498 |   0.0000
     9 |   0.0564 |   0.0564 |   0.0562 |   0.0000
    10 |   0.0626 |   0.0626 |   0.0625 |   0.0000
    11 |   0.0688 |   0.0688 |   0.0684 |   0.0000
    12 |   0.0750 |   0.0750 |   0.0747 |   0.0001
    13 |   0.0811 |   0.0812 |   0.0811 |   0.0001
    14 |   0.0873 |   0.0873 |   0.0869 |   0.0001
    15 |   0.0934 |   0.0935 |   0.0933 |   0.0002
    16 |   0.0995 |   0.0996 |   0.0996 |   0.0002
    17 |   0.1055 |   0.1058 |   0.1055 |   0.0003
    18 |   0.1116 |   0.1119 |   0.1118 |   0.0004
    19 |   0.1176 |   0.1180 |   0.1177 |   0.0005
    20 |   0.1236 |   0.1241 |   0.1240 |   0.0007
    21 |   0.1296 |   0.1303 |   0.1299 |   0.0009
    22 |   0.1355 |   0.1364 |   0.1362 |   0.0011
    23 |   0.1414 |   0.1425 |   0.1421 |   0.0014
    24 |   0.1472 |   0.1486 |   0.1484 |   0.0017
    25 |   0.1531 |   0.1548 |   0.1543 |   0.0021
    26 |   0.1589 |   0.1609 |   0.1606 |   0.0025
    27 |   0.1646 |   0.1671 |   0.1670 |   0.0030
    28 |   0.1703 |   0.1733 |   0.1729 |   0.0035
    29 |   0.1760 |   0.1795 |   0.1792 |   0.0042
    30 |   0.1816 |   0.1858 |   0.1855 |   0.0049
    31 |   0.1872 |   0.1921 |   0.1919 |   0.0057
    32 |   0.1927 |   0.1984 |   0.1982 |   0.0066
    33 |   0.1982 |   0.2048 |   0.2046 |   0.0076
    34 |   0.2036 |   0.2112 |   0.2109 |   0.0087
    35 |   0.2090 |   0.2177 |   0.2173 |   0.0099
    36 |   0.2143 |   0.2243 |   0.2241 |   0.0113
    37 |   0.2196 |   0.2309 |   0.2305 |   0.0127
    38 |   0.2248 |   0.2376 |   0.2373 |   0.0144
    39 |   0.2300 |   0.2444 |   0.2441 |   0.0161
    40 |   0.2351 |   0.2512 |   0.2510 |   0.0180
    41 |   0.2402 |   0.2582 |   0.2578 |   0.0201
    42 |   0.2452 |   0.2653 |   0.2651 |   0.0223
    43 |   0.2501 |   0.2724 |   0.2720 |   0.0248
    44 |   0.2550 |   0.2797 |   0.2793 |   0.0274
    45 |   0.2598 |   0.2872 |   0.2871 |   0.0302
    46 |   0.2645 |   0.2947 |   0.2944 |   0.0332
    47 |   0.2692 |   0.3024 |   0.3022 |   0.0364
    48 |   0.2738 |   0.3103 |   0.3101 |   0.0399
    49 |   0.2784 |   0.3183 |   0.3179 |   0.0436
    50 |   0.2828 |   0.3264 |   0.3262 |   0.0475
    51 |   0.2873 |   0.3348 |   0.3345 |   0.0517
    52 |   0.2916 |   0.3433 |   0.3433 |   0.0562
    53 |   0.2959 |   0.3520 |   0.3516 |   0.0609
    54 |   0.3000 |   0.3609 |   0.3608 |   0.0659
    55 |   0.3042 |   0.3701 |   0.3696 |   0.0712
    56 |   0.3082 |   0.3794 |   0.3794 |   0.0768
    57 |   0.3122 |   0.3890 |   0.3887 |   0.0827
    58 |   0.3161 |   0.3988 |   0.3984 |   0.0890
    59 |   0.3199 |   0.4089 |   0.4087 |   0.0956
    60 |   0.3236 |   0.4192 |   0.4189 |   0.1025
    61 |   0.3273 |   0.4298 |   0.4297 |   0.1098
    62 |   0.3308 |   0.4407 |   0.4404 |   0.1175
    63 |   0.3343 |   0.4518 |   0.4517 |   0.1256
    64 |   0.3377 |   0.4633 |   0.4629 |   0.1340
    65 |   0.3411 |   0.4751 |   0.4746 |   0.1429
    66 |   0.3443 |   0.4872 |   0.4868 |   0.1522
    67 |   0.3475 |   0.4996 |   0.4995 |   0.1619
    68 |   0.3505 |   0.5124 |   0.5122 |   0.1720
    69 |   0.3535 |   0.5255 |   0.5254 |   0.1826
    70 |   0.3564 |   0.5391 |   0.5386 |   0.1937
    71 |   0.3592 |   0.5529 |   0.5527 |   0.2053
    72 |   0.3619 |   0.5672 |   0.5669 |   0.2174
    73 |   0.3646 |   0.5819 |   0.5815 |   0.2299
    74 |   0.3671 |   0.5970 |   0.5967 |   0.2430
    75 |   0.3696 |   0.6126 |   0.6123 |   0.2566
    76 |   0.3719 |   0.6285 |   0.6284 |   0.2708
    77 |   0.3742 |   0.6450 |   0.6445 |   0.2855
    78 |   0.3764 |   0.6619 |   0.6616 |   0.3008
    79 |   0.3784 |   0.6792 |   0.6792 |   0.3167
    80 |   0.3804 |   0.6971 |   0.6968 |   0.3332
    81 |   0.3823 |   0.7155 |   0.7153 |   0.3502
    82 |   0.3841 |   0.7343 |   0.7339 |   0.3679
    83 |   0.3858 |   0.7537 |   0.7534 |   0.3862
    84 |   0.3874 |   0.7737 |   0.7734 |   0.4052
    85 |   0.3889 |   0.7941 |   0.7939 |   0.4248
    86 |   0.3904 |   0.8152 |   0.8149 |   0.4451
    87 |   0.3917 |   0.8367 |   0.8364 |   0.4660
    88 |   0.3929 |   0.8589 |   0.8589 |   0.4876
    89 |   0.3940 |   0.8816 |   0.8813 |   0.5099
    90 |   0.3951 |   0.9050 |   0.9048 |   0.5329
    91 |   0.3960 |   0.9289 |   0.9287 |   0.5566
    92 |   0.3968 |   0.9535 |   0.9531 |   0.5810
    93 |   0.3976 |   0.9786 |   0.9785 |   0.6061
    94 |   0.3982 |   1.0043 |   0.9995 |   0.6319
    95 |   0.3988 |   1.0307 |   0.9995 |   0.6583
    96 |   0.3992 |   1.0575 |   0.9995 |   0.6847
    97 |   0.3996 |   1.0843 |   0.9995 |   0.7113
    98 |   0.3998 |   1.1111 |   0.9995 |   0.7378
    99 |   0.4000 |   1.1378 |   0.9995 |   0.7643
   100 |   0.4000 |   1.1643 |   0.9995 |   0.7909
   101 |   0.4000 |   1.1908 |   0.9995 |   0.8174
   102 |   0.3998 |   1.2172 |   0.9995 |   0.8437
   103 |   0.3996 |   1.2433 |   0.9995 |   0.8700
   104 |   0.3992 |   1.2692 |   0.9995 |   0.8961
   105 |   0.3988 |   1.2949 |   0.9995 |   0.9221
   106 |   0.3982 |   1.3203 |   0.9995 |   0.9479
   107 |   0.3976 |   1.3454 |   0.9995 |   0.9735
   108 |   0.3968 |   1.3703 |   0.9995 |   0.9988
   109 |   0.3960 |   1.3948 |   0.9995 |   1.0240
   110 |   0.3951 |   1.4191 |   0.9995 |   1.0489
   111 |   0.3940 |   1.4429 |   0.9995 |   1.0735
   112 |   0.3929 |   1.4664 |   0.9995 |   1.0977
   113 |   0.3917 |   1.4894 |   0.9995 |   1.1216
   114 |   0.3904 |   1.5119 |   0.9995 |   1.1451
   115 |   0.3889 |   1.5340 |   0.9995 |   1.1681
   116 |   0.3874 |   1.5556 |   0.9995 |   1.1908
   117 |   0.3858 |   1.5766 |   0.9995 |   1.2130
   118 |   0.3841 |   1.5971 |   0.9995 |   1.2348
   119 |   0.3823 |   1.6171 |   0.9995 |   1.2560
   120 |   0.3804 |   1.6364 |   0.9995 |   1.2767
   121 |   0.3784 |   1.6552 |   0.9995 |   1.2970
   122 |   0.3764 |   1.6733 |   0.9995 |   1.3166
   123 |   0.3742 |   1.6908 |   0.9995 |   1.3356
   124 |   0.3719 |   1.7076 |   0.9995 |   1.3541
   125 |   0.3696 |   1.7236 |   0.9995 |   1.3718
   126 |   0.3671 |   1.7389 |   0.9995 |   1.3889
